目录,题型,题干,正确答案,答案解析,难易度,知识点,选项数,A,B,C,D,,
/第八章,判断题,解放战争时期，没收官僚资本的工作就已经开始了。,A,,易,,2,正确,错误,,,,
/第八章,判断题,官僚资本被没收接管后，迅速在企业内部开展民主改革和生产改革，确立起社会主义性质的国营经济在国民经济中的领导地位。,A,,易,,2,正确,错误,,,,
/第八章,单选题,新中国在利用资本主义工商业的过程中，已经开始对它进行适当的限制，并把其中的大部分引上了（）的道路。,C,,易,,4,公私合营,社会主义公有制,初级形式的国家资本主义,高级形式的国家资本主义,,
/第八章,判断题,1949年，资本主义金融业已完成了社会主义改造。,B,,中,,2,正确,错误,,,,
/第八章,判断题,实现社会主义是中国共产党自创立时就确定的奋斗目标。,A,,易,,2,正确,错误,,,,
/第八章,单选题,过渡时期是指中华人民共和国成立到（）的时期。,C,,易,,4,土地改革完成,宪法颁布,社会主义改造基本完成,“一五”计划完成,,
/第八章,判断题,过渡时期总路线的制定，是党依据新中国成立后的经济、政治条件的新变化作出的重大决策，是符合新中国社会发展的实际和规律的。,A,,易,,2,正确,错误,,,,
/第八章,单选题,“一五”计划确定的经济建设指导方针，突出了集中主要力量发展（），建立国家工业化和国防现代化的初步基础的核心要点。,D,,易,,4,农业,手工业,轻工业,重工业,,
/第八章,单选题,从（）年开始，经济建设工作有计划地在全国展开。全国城乡迅速形成参加和支授国家工业化建设的氛围。,B,,易,,4,1949,1953,1956,1959,,
/第八章,判断题,“一五”计划开始实施后，旧中国重工业过分落后的面貌和不合理布局有了大改观。,A,,易,,2,正确,错误,,,,
/第八章,判断题,农业的社会主义改造，在过渡时期总路线提出前就已启动。,A,,易,,2,正确,错误,,,,
/第八章,判断题,农业合作化的最后步骤是实行完全的社会主义的集体农民公有制的更高级的农业生产合作社。,A,,易,,2,正确,错误,,,,
/第八章,单选题,1953年12月，党中央通过（），指导农业互助合作运动稳步前进。,D,,易,,4,《中共中央关于农业和农村工作若干重大问题的决定》,《农村人民公社工作条例（草案）》,《关于在农村建立人民公社问题的决议》,《关于发展农业生产合作社的决议》,,
/第八章,判断题,农业合作化使中国农村完成了从几千年的分散个体劳动向集体所有、集体经营的历史性转变。,A,,易,,2,正确,错误,,,,
/第八章,判断题,在推进手工业合作化的过程中，中国共产党采取的是积极引导、稳步前进的方针。,A,,易,,2,正确,错误,,,,
/第八章,判断题,1955年底，党和国家提出要在两年内基本完成手工业合作化。实际上仅用了一年时间就完成了。,A,,易,,2,正确,错误,,,,
/第八章,判断题,对资本主义工商业进行社会主义改造，就是要把民族资本主义工商业改造成为社会主义性质的企业。,A,,易,,2,正确,错误,,,,
/第八章,判断题,国家资本主义是改造资本主义工商业和逐步完成向社会主义过渡的必经之路。,A,,易,,2,正确,错误,,,,
/第八章,判断题,在初级形式国家资本主义阶段，资本主义工商业企业的性质不变，企业在原料供应、生产计划、销售及价格上仍然拥有完全的决定权。,B,,中,,2,正确,错误,,,,
/第八章,判断题,高级形式的国家资本主义发展起来后，企业家的利润由资方股息红利转变为定股定息。,A,,易,,2,正确,错误,,,,
/第八章,判断题,全行业公私合营以后，原资本主义工商企业基本上已经是社会主义性质的经济。,A,,易,,2,正确,错误,,,,
/第八章,判断题,对资产阶级实行赎买的设想，是由马克思、恩格斯所提出的。,A,,易,,2,正确,错误,,,,
/第八章,单选题,到1956年，国营经济占国民收入的比重为32.2%，合作社经济占53.4%，公私合营经济占7.3%，个体经济占7.1%，资本主义经济接近于零。这说明（）。,B,,易,,4,资本主义企业发展状况不好,社会主义经济制度在中国建立起来,应出台政策鼓励了私营企业发展,经济结构不稳定,,
/第八章,单选题,1956年9月《关于加强农业生产合作社的生产领导和组织建设的指示》所提出的分配原则不包括（）。,A,,易,,4,按资本要素分配,男女同工同酬,按劳取酬,多劳多得,,
/第八章,判断题,各尽所能、按劳分配是社会主义的原则。,A,,易,,2,正确,错误,,,,
/第八章,单选题,新中国成立后，我国逐步形成了（）。在当时选择这样的经济体制，既遵循了马克思主义理论的内在要求，又充分考虑了当时的国内外形势。,A,,易,,4,高度集中的计划经济体制,私有制计划经济体制,私有制市场经济体制,以公有制为主体，多种所有制经济共同发展,,
/第八章,单选题,1954年9月，（）在北京召开，大会讨论并通过了《中华人民共和国宪法》。,C,,易,,4,中国人民政治协商会议第一届全体会议,中央人民政府委员会第一次会议,第一届全国人民代表大会第一次会议,中国共产党第八次全国代表大会,,
/第八章,单选题,（）是我国一项基本政治制度，是中国共产党根据中国历史和现实的特点，运用马克思主义民族理论解决中国民族问题的一项重大创造。,C,,易,,4,中国共产党领导的多党合作和政治协商制度,人民代表大会制度,民族区域自治制度,居民委员会制度,,
/第八章,判断题,《中华人民共和国宪法》首次确定了我国实行民族区域自治制度。,B,新政协已经确定,中,,2,正确,错误,,,,
/第八章,单选题,1954年9月16日的《人民日报》登载的《六亿人民心花开》中写道:“这次庄里选到乡，乡里选到县，县里选到省，省里选到中央”。这是在报道（）。,C,,易,,4,中国人民政治协商会议第一届全体会议,中央人民政府委员会第一次会议,第一届全国人民代表大会第一次会议,中国共产党第八次全国代表大会,,
/第八章,单选题,新中国成立初期，因为没有经验，在经济建设上只得学习甚至照搬（）的做法。,B,,易,,4,美国,苏联,日本,法国,,
/第八章,单选题,毛泽东提出（）的任务，为探索适合中国情况的社会主义建设道路，提供了基本的指导原则。,B,,易,,4,农村包围城市，武装夺取政权,马克思主义同中国实际“第二次结合”,建设中国特色社会主义,“从斗争中创造新局面的思想路线”,,
/第八章,单选题,1956年4月初，毛泽东明确提出：“最重要的是要独立思考，把（）同中国革命和建设的具体实际相结合。……找出在中国怎样建设社会主义的道路。”,A,,易,,4,马列主义基本原理,苏联在社会主义建设中存在的缺点和错误,美国工业生产的经验,儒家传统治国理念,,
/第八章,单选题,1956年1月，中共中央召开关于知识分子问题会议，动员全党和全国人民特别是广大知识分子（）。许多尖端科技项目的集体攻关从这时起步，并开始了向世界科学技术先进水平的进军。,D,,易,,4,“百花齐放”,“调整、巩固、充实、提高”,“团结—批评—团结”,“向现代科学进军”,,
/第八章,单选题,《论十大关系》提出，在共产党和民主党派的关系上实行（）的方针，确认中国共产党领导的统一战线和多党合作要继续存在、发挥作用。,A,,易,,4,“长期共存，互相监督”,“发展进步势力、争取中间势力、反对顽固势力”,“以斗争求团结”,“关门主义”,,
/第八章,单选题,（）是以毛泽东为主要代表的中国共产党人开始探索适合中国国情的社会主义建设道路的标志。,B,,中,,4,《新民主主义论》,《论十大关系》,《中国革命和中国共产党》,过渡时期总路线,,
/第八章,单选题,1956年9月15日至27日，（）在北京举行。毛泽东致开幕词，刘少奇作政治报告，周恩来作关于发展国民经济第二个五年计划建议的报告。,C,,易,,4,全国政协一届一次会议,全国人大一届二次会议,中共八大,中共八届二中全会,,
/第八章,判断题,党的八大通过的新党章根据执政党的特点，提出了全面开展社会主义建设的任务，对贯彻党的民主集中制的根本原则作出了许多新规定。,A,,易,,2,正确,错误,,,,
/第八章,判断题,中共八大通过的新党章是中国共产党在全国执政以后制定的第一部党章。,A,,易,,2,正确,错误,,,,
/第八章,单选题,1956年9月召开的（）指出，国内主要矛盾是人民对于经济文化迅速发展的需要同当前经济文化不能满足人民需要的状况之间的矛盾。,A,,易,,4,中共八大,中共八届二中全会,全国政协一届一次会议,全国人大一届二次会议,,
/第八章,单选题,中共八大指出，全国人民的主要任务是（），逐步满足人民日益增长的物质和文化需要。,C,,易,,4,调整国民经济,开始进行社会主义改造,集中力量发展社会生产力，实现国家工业化,尽快建成社会主义现代化强国,,
/第八章,判断题,中共八大的路线是正确的，提出的许多新方针和新设想是富于创造精神的。,A,,易,,2,正确,错误,,,,
/第八章,单选题,“越过高山，越过平原，跨过奔腾的黄河长江，宽广美丽的土地，是我们亲爱的家乡，英雄的人民站起来了，我们团结友爱坚强如钢”，这首歌曲是（）时期的精神写照。,C,,易,,4,红军长征,解放战争,全面建设社会主义,改革开放,,
/第八章,判断题,《关于正确处理人民内部矛盾的问题》在马克思主义发展史上具有开创性意义。,A,,易,,2,正确,错误,,,,
/第八章,判断题,20世纪50年代末的反右派斗争被严重地扩大化了，留下了深刻的教训。,A,,易,,2,正确,错误,,,,
/第八章,单选题,（）拉开“大跃进”的序幕。,B,,难,,4,1957年冬季掀起以兴修水利、养猪积肥和改良土壤为中心的农业生产高潮,1957年11月13日《人民日报》社论提出要在生产战线上来一个大的跃进,1966年5月中共中央政治局扩大会议通过《中国共产党中央委员会通知》,国民经济出现的严重困难局面,,
/第八章,判断题,社会主义建设总路线与过渡时期总路线一样，遵循了客观的经济规律，反映了广大人民群众迫切要求改变国家经济文化落后状况的普遍愿望。,B,,中,,2,正确,错误,,,,
/第八章,判断题,人民公社化运动极大调动了农民的生产积极性。,B,,中,,2,正确,错误,,,,
/第八章,单选题,为解决农业和农村问题，1961年1月，中共八届九中全会决定对国民经济实行（）的方针。,A,,易,,4,“调整、巩固、充实、提高”,“向现代科学进军”,“团结—批评—团结”,“百花齐放”,,
/第八章,单选题,1964年底，我国提出实现“四个现代化”的历史任务，即“在不太长的历史时期内，把我国建设成为一个具有现代农业、现代工业、现代国防和（）的社会主义强国，赶上和超过世界先进水平”。,A,,易,,4,现代科学技术,现代军事技术,现代文明大国,现代教育强国,,
